link_id,pg-type,department,url
49ed08781010bfcc06d2ba66a926271a9d195769,pt-product,Móveis>Quarto | Dormitório>Guarda-Roupas | Roupeiros,http://www.ricardoeletro.com.br/Produto/Guarda-Roupa-Viena-Plus-com-10-Portas-3-Gavetas-com-Corredicas-Metalicas-e-3-Cabideiros-Demolicao-Araplac/2723-4118-4133-608098?ch_pagetype=home&ch_feature=offers
6e9812e87f55bb78b27cb850e08f38cfba08b829,pt-category,Utilidades Domésticas>Acessórios para Cozinha>Galheteiros,http://m.ricardoeletro.com.br/Loja/Utilidades-Domesticas/Acessorios-para-Cozinha/Galheteiros/805-834-835
9e9428c7ffddd8b3e6a7f616d9b64c5e8cfbe99f,pt-home,,http://www.ricardoeletro.com.br/?prc=18870&cdp=7DF9-8018-56AB-860E&gclid=CNvrn_Ljk9QCFYMkgQodyAYKiw
5b0ce0dde2c18b9ac76c3b9e84d9d518d3df4f67,pt-category,Utilidades Domésticas>Panelas>Conj. Panelas Inox,http://m.ricardoeletro.com.br/Loja/Utilidades-Domesticas/Panelas/Conj-Panelas-Inox/805-818-819
1ed0acb0c95929b5f2a76e7e262aa0e0e456f12b,pt-search,Eletrodomésticos>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=refrigerador
fa116a0473c44972e5cb211d3743475ef408b789,pt-product,Celulares e Telefones>Smartphones>Outros,http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-TP-LINK-NEFFOS-Y5-Cinza-Dual-Chip-4G-Tela-5-Camera-8MP-Frontal-2MPQuad-Core-13-GHZ-16GB-2GB-RAM-Android-60/44-491-510-612019/?utm_source=Buscape&prc=242&utm_medium=CPC_Celulares_e_Telefones_Buscape&utm_campaign=Smartphones&utm_content=Outros&tkSource=buscape&tkOffer=c730ca8f-1442-45f7-82f1-161652cb5cac&dLog=20170528004706
56ca44d431fc0c3ae7e30a2f08d4c97500394f9c,pt-search,Brinquedos>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=hoverboard
d6afa82094465c87081a10663a7b68760c198d50,pt-search,TV e Vídeo>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=tvs
a7c4bb55f5eb7d93e9e0584681858a34102defe1,pt-product,Beleza e Saúde>Cuide de seu Cabelo>Máquina de Cortar Cabelo,http://www.ricardoeletro.com.br/Produto/Maquina-de-Cortar-Cabelo-Hair-Stylo-Mondial-4-Pentes-Alavanca-de-Ajuste-Laminas-de-Aco-Inox-Kit-com-8-Pecas-CR-02/1-37-50-82958?ch_pagetype=category&ch_feature=mostpopular
795a7557882db3cb8f296d5ff95b49e70592ac77,pt-search,Informática>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=notebook
d0f7b8fbeecc9cd0bb52660d9930fc75c7a60447,pt-category,Informática>Monitores>,http://www.ricardoeletro.com.br/Loja/Informatica/Monitores/49-98?p=1&Fabricante=&Filtros=&limit=24&precode=&precoate=&cor=&tamanho=&ordenacao=1
a29f4921fcdcff774ec0c527f9bf31ed5d650d97,pt-category,Celulares e Telefones>Smartphones IOS>Apple,http://www.ricardoeletro.com.br/Loja/Celulares-e-Telefones/Smartphones-IOS/Apple/44-6784-6785?p=1&Fabricante=&Filtros=3271304&ordenacao=&limit=24&precode=&precoate=&tamanho=&cor=
2ae5e18d9364c3f440f5d608b4ff5ee4619ede81,pt-search,Eletroportáteis>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=liquidificador
51c8ca435036676f823ffbca7a821c45605add63,pt-search,Casa e Ferramentas>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=parafusadeira+
66720660f8e13fb01403151cf9e316bb58867073,pt-product,Celulares e Telefones>Smartphones>LG,http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-LG-K4-Branco-Dual-Chip-4G-Tela-45-Camera-5-MP-Frontal-2-MP-Processador-Quad-Core-8-GB-Android-51/44-491-497-588993#
da74190d8c7dfeee4b4db8cc8bbed7359ab93e3e,pt-product,Esporte e Lazer>Esportes>Tiros Esportivos,http://www.ricardoeletro.com.br/Produto/Pistola-Airsoft-para-pratica-esportiva-Calibre-60-mm-G26-Spring-Full-Metal-Galaxy-com-velocidade-de-saida-250-fps/889-898-2552-589972/?utm_source=rtbhouse&prc=32113&utm_medium=CPC_Esporte_e_Lazer_rtbhouse&utm_campaign=Esportes&utm_content=Tiros_Esportivos&cda=A218-BBC8-AA55-C0B4
6f2e4325be88deb29ad6cfe2fcb36d5436104e43,pt-category,Utilidades Domésticas>Acessórios para Cozinha>Potes e Tigelas,http://m.ricardoeletro.com.br/Loja/Utilidades-Domesticas/Acessorios-para-Cozinha/Potes-e-Tigelas/805-834-837
c14ae8f72c77ff9c8a961a9b151242ee06f7c747,pt-home,,http://www.ricardoeletro.com.br/?prc=18815&cdp=7DF9-8018-56AB-860E&gclid=CMHuu6_mk9QCFYM7gQodf1wN-Q
229b69078c9ebf09a09383821fe220c620d9b657,pt-search,TV e Vídeo>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=tv+24+
7a7be8a471a614eb3ea8b55d2d348ce38d54d017,pt-product,Celulares e Telefones>Smartphones>Samsung,http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-Edge-G935F-Dourado-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585914/?utm_source=Buscape&prc=242&utm_medium=CPC_Celulares_e_Telefones_Buscape&utm_campaign=Smartphones&utm_content=Samsung&tkSource=buscape&tkOffer=2a342804-6de2-4901-bb40-18c12a472062&dLog=20170528004710
4b2b9d496025cedd96ed0df3c5d63a946d1590d6,pt-home,,http://m.ricardoeletro.com.br/?cdp=7DF9-8018-56AB-860E&prc=36415&gclid=CPeSm4_mk9QCFUGAkQodWSAHuw
1e4deb82ab64e5c69630f3262c549f745d26bc14,pt-category,Utilidades Domésticas>Servir>,http://m.ricardoeletro.com.br/Loja/Utilidades-Domesticas/Servir/805-6173
e909f601b4712d5ec501d50ca584eddd8ce2e489,pt-search,Eletrodomésticos>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=fogoes
1ace9a49a7b92383706cbf6292b46607fc39b806,pt-home,,https://m.ricardoeletro.com.br/Checkout/Finalizacao/31066934
35c20458283e418d81ebbb846689c238d407e010,pt-product,Eletrodomésticos>Depurador>Depurador acima de 4 Bocas,http://www.ricardoeletro.com.br/Produto/Depurador-6-Bocas-Colormaq-80-cm-Branco-Bivolt-DCM/256-315-319-11174/?utm_source=Facebook&prc=422&utm_medium=CPC_Eletrodomesticos_Facebook&utm_campaign=Depurador&utm_content=Depurador_acima_de_4_Bocas&cda=8E06-E6B5-FA02-64A4&&prc=422&tkSource=facebook-dpa&tkOffer=89d53960-f119-44bf-a9c7-6d573a158dc3&dLog=20170528200149&cdp=8E06-E6B5-FA02-64A4&prc=35741&utm_source=facebook&utm_medium=cpc&utm_campaign=DPA_FB_Eletrodomésticos
e8555154918f46c2bff724515dfaf8867b3d910d,pt-search,,http://www.ricardoeletro.com.br/Busca/Resultado/?q=MELATONINA
a05c01b8cb78ee926e6af09b9e69180bf570ba01,pt-search,,http://m.ricardoeletro.com.br/Busca/Resultado?q=celular+azus
a48051b9a814ae4d2ca3a2b6a732289449091126,pt-search,Utilidades Domésticas>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=baixelas
08355871b3960161b7aba211737be0e3bb836db6,pt-category,Celulares e Telefones>Tablets>Outras Marcas,http://m.ricardoeletro.com.br/Loja/Celulares-e-Telefones/Tablets/Outras-Marcas/44-5263-5456
ca0bcc68ad8db178540fb8859bf1d4f03d126a24,pt-search,Home>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=caixa+de+som
338d370985acc5529c4b61faf7c22a7ca2e0c8c6,pt-search,Home>>,http://www.ricardoeletro.com.br/Busca/Resultado/?p=4&loja=&q=caixa de som&limit=24&ordenacao=0
ce0e858352b0666d67f75dafce25466e5a13e74d,pt-search,Móveis>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=guarda+roupa+casal
c5cecb9d9e26a1ebf77d79f0aefd10f2ef32dae8,pt-search,Celulares e Telefones>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=iphone+6
a16dc8f163e403e7bd9793f54dff6baa9ccd19cc,pt-product,Eletrodomésticos>Lava-Louça>Lava-Louça,http://www.ricardoeletro.com.br/Produto/Lava-Loucas-Brastemp-Ative-8-Servicos-Prata-BLF08AS/256-345-98111/?utm_source=Google_Shopping&prc=0&utm_medium=CPC_Eletrodomesticos_Google_Shopping&utm_campaign=LavaLouca&utm_content=LavaLouca&cda=7DF9-8018-56AB-860E&prc=36124&gclid=CMGwh-Lmk9QCFQiAkQodIdQNHw
5dd618930bf61a1631617ec673778dea93ebbf1b,pt-home,,http://www.ricardoeletro.com.br/?prc=18795&cdp=7DF9-8018-56AB-860E&gclid=CKens_Xkk9QCFUOAkQodZMkLaw
3e1a795f8bd54f2dfab49f0a7392084d69b57846,pt-search,Home>>,http://www.ricardoeletro.com.br/Busca/Resultado/?p=3&loja=&q=caixa de som&limit=24&ordenacao=0
08e86b3bff59eb84256bc851d0d8cbb5cfebc749,pt-home,,http://m.ricardoeletro.com.br/?prc=18869&cdp=7DF9-8018-56AB-860E&gclid=CjsKDwjw6qnJBRDpoonDwLSeZhIkAIpTR8J_8X6hsE-HZmzLr_B_Hd0Q4LVL7znnnZpYcpY6PR2-GgJSovD_BwE
7f72f07b6c8efd45629639bde45924a07fb219ba,pt-search,Celulares e Telefones>>,http://m.ricardoeletro.com.br/Busca/Resultado?q=smartphone
f259835b25957f44df0ca933e0129a4ea8e1753f,pt-category,Informática>Impressoras e Multifuncionais>,http://www.ricardoeletro.com.br/Loja/Informatica/Impressoras-e-Multifuncionais/49-99
e30b8386e18d7490f2bdadabbd2310097f71d0cd,pt-search,Colchões>>,http://www.ricardoeletro.com.br/Busca/Resultado/?loja=6642&q=cama box&ordenacao=&limit=
36c6a96cb5f941d119b4b80536889a410baca253,pt-home,,https://carrinho.ricardoeletro.com.br/Checkout/Finalizacao/31066944
932a77e4d287af17ea59ce80fc7aba3880bc3de4,pt-product,Bebês>Quarto e Decoração>Berços e Cercados,http://www.ricardoeletro.com.br/Produto/Berco-Compacto-Baby-Style-com-Mosquiteiro-e-Regulagem-de-Altura-Rosa/2322-2358-2359-238448/?utm_source=Google_Shopping&prc=0&utm_medium=CPC_Bebes_Google_Shopping&utm_campaign=Quarto_e_Decoracao&utm_content=Bercos_e_Cercados&cda=7DF9-8018-56AB-860E&prc=36137&gclid=CLS7m-3mk9QCFVMIkQodHDQIjw
aec7f8ca35da887780a15e8f4d8f1e690c1f1729,pt-product,Áudio>Caixa de Som Amplificadora>,http://www.ricardoeletro.com.br/Produto/Caixa-de-Som-Amplificadora-Bluetooth-600W-RMS-Lenoxx-Radio-FM-MP3-USB-Cartao-SD-Entrada-Auxiliar-Controle-Remoto-Microfone-Sem-Fio-CA3600/5669-7371-609323
a34bf6cd993272150e3f92abbb8a7f02b75baeba,pt-home,,http://m.ricardoeletro.com.br/?prc=18791&cdp=7DF9-8018-56AB-860E&gclid=Cj0KEQjwzpfHBRC1iIaL78Ol-eIBEiQAdZPVKg8KNTwRcB2YyrOvyDCCV1-1KucDoWlSInL4_rUu-i4aAvYz8P8HAQ
79f123d6bbbb0a61ececfcd4f1c0ec2646de7d80,pt-product,Bebês>Bem estar>Cadeiras de Descanso,http://www.ricardoeletro.com.br/Produto/Cadeira-de-Descanso-e-Balanco-Fisher-Price-Crescendo-Comigo-Ate-18kg-X7046/2322-2393-2394-384824
6cbdb9de0ac28a6623e6499b327900f6c7bd6b50,pt-product,Áudio>Caixa de Som Amplificadora>,http://www.ricardoeletro.com.br/Produto/Caixa-de-Som-Amplificadora-Bluetooth-1200W-RMS-Philco-MP3-Entrada-Auxiliar-Dual-USB-2-Tweeter-e-2-Subwoofers-Alca-e-Rodas-p-Transporte-PHT12000/5669-7371-575567
94966f4ebc8ff8d52238ab4e4e89fa674df64316,pt-category,TV e Vídeo>DVD / Blu-Ray Player>DVD Player,http://m.ricardoeletro.com.br/Loja/TV-e-Video/DVD-Blu-Ray-Player/DVD-Player/108-5592-5668
1044ebb4978f2b55d9532bb46f28f28df3d3850f,pt-product,Áudio>Caixa de Som Amplificadora>,http://www.ricardoeletro.com.br/Produto/Caixa-de-Som-Amplificadora-Bluetooth-1000W-RMS-Philco-com-Radio-FM-Dual-USB-Equalizador-Ajustavel-e-2-Entradas-para-Microfone-PHT10000/5669-7371-612399
f288ca84b14aefa36b1d1b1d305bf318f2e9657f,pt-search,Celulares e Telefones>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=J1 Mini
1726382bce43b2593dfc0c3d8fc9ab1e23062f58,pt-product,Beleza e Saúde>Cuide de seu Cabelo>Chapinha (Prancha),http://www.ricardoeletro.com.br/Produto/Prancha-3-em-1-Ana-Hickmann-Frisa-Alisa-e-Cacheia-Atinge-ate-200C-Placas-de-Ceramica-e-Turmalina-Cabo-22m-Bivolt-Relaxbeauty/1-37-45-593838/?prc=7204&utm_campaign=lomadee&utm_medium=lomadee&origem=Lomadee&cdp=E82D-7D8B-A1A3-CD52&utm_source=Lomadee&lmdsid=163335779622
79ac8d4a4a52b8e4ab99709ac13fb1fd9bf53c67,pt-search,,http://www.ricardoeletro.com.br/Busca/Resultado/?q=espingarda+de+pressao
f3e6053c03d5f4d2e76bacfc9c251e503e4302c4,pt-product,Informática>Notebooks & Ultrabooks>Notebooks,http://www.ricardoeletro.com.br/Produto/Notebook-Samsung-Essentials-E20-com-Intel-Celeron-N3150-4GB-500GB-Tela-LED-14-HDMI-Wireless-Bluetooth-e-Windows-10-NP370E4K-KWCBR-Preto/49-82-4698-609174
7575c1ae60c5fa7fb135c7a076caf9ef3c2dd8a3,pt-home,,http://www.ricardoeletro.com.br/?prc=18791&cdp=7DF9-8018-56AB-860E&gclid=CNO5ir7kk9QCFQwFkQodRk4FBQ
b9f909d9a1cfafae20f5604d271fdfd64f9be4ee,pt-product,Celulares e Telefones>Smartphones>Samsung,http://www.ricardoeletro.com.br/Produto/Smartphone-Samsung-Galaxy-J2-Prime-G532-Dou-TV-Digital-Dual-Chip-4G-Tela-5-Camera-8MP-5MP-com-flash-frontal-Quad-Core-14Ghz-16GB/44-491-496-612031?ch_pagetype=category&ch_feature=mostpopular
ca331a28cbe7202230bb2619cfa76faab766ebe5,pt-product,Beleza e Saúde>Cuide de seu Cabelo>Chapinha (Prancha),http://www.ricardoeletro.com.br/Produto/Chapinha-Progressive-Titanium-Com-15-Combinacoes-de-Temperatura-Aquecimento-instantaneo-Alisa-Modela-e-Faz-Cachos-Cor-Azul-Salon-Line/1-37-45-509888/?prc=7204&utm_campaign=lomadee&utm_medium=lomadee&origem=Lomadee&cdp=E82D-7D8B-A1A3-CD52&utm_source=Lomadee&lmdsid=711335601513
071d02153bb23b6cec52f7888e449f7698a5271b,pt-home,,http://m.ricardoeletro.com.br/?prc=18791&cdp=7DF9-8018-56AB-860E&gclid=CjsKDwjw6qnJBRDpoonDwLSeZhIkAIpTR8KRHoMn5j9pcR9fJUNtD8mVLoXNHxE_2pBJJ0xaibBXGgLUGvD_BwE
caa677669d3a57211b2359f38b1f34ce1d817ef5,pt-search,Esporte e Lazer>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=air+soft
603d2a8ddd30b36af4fda3725d8d0dd3758b27a1,pt-search,,http://www.ricardoeletro.com.br/Busca/Resultado/?q=espingarda de press�o
64bf5bd9bc9cc0b9843abcffcc33e8b1ab306c26,pt-product,Móveis>Cozinha>Cozinhas Compactas,http://www.ricardoeletro.com.br/Produto/Cozinha-Compacta-Jade-com-7-Portas-2-Gavetas-5-Prateleiras-Espaco-para-Micro-ondas-e-Cesto-Metalico-Rovere-Kits-Parana/2723-4124-4175-502349/?utm_source=rtbhouse&prc=32113&utm_medium=CPC_Moveis_rtbhouse&utm_campaign=Cozinha&utm_content=Cozinhas_Compactas&cda=CFE1-9E12-B56B-5B55
84727f089beebd3c136e28fb93d5bffa07c0ede0,pt-search,Utilidades Domésticas>>,http://www.ricardoeletro.com.br/Busca/Resultado/?loja=825&q=Panela de Press�o&limit=24&ordenacao=1
ed3127242980dbe728825d54a1af3b5512493d31,pt-category,Eletrodomésticos>>,http://www.ricardoeletro.com.br/Loja/Eletrodomesticos/256?prc=18791&cdp=1DF9-8018-56AB-860E&gclid=CNPrrejik9QCFYiAkQod-hsGuQ
da51288a496457616831c8c653574a93d7d5d8e8,pt-product,Celulares e Telefones>Smartphones>Outros,http://www.ricardoeletro.com.br/Produto/Smartphone-Qbex-FLIX-Design-Extra-fino-apenas-88mm-Dual-Chip-4G-Tela-5-IPS-Camera-8MP-Frontal-5MP-Quad-Core-8GB-1GB-RAM-Android-51/44-491-510-609153/?prc=7204&utm_campaign=lomadee&utm_medium=lomadee&origem=Lomadee&cdp=E82D-7D8B-A1A3-CD52&utm_source=Lomadee&lmdsid=444535531465
0b6432e6d607509d10a33101519e401a8154644d,pt-product,Móveis>Cozinha>Cozinhas Compactas,http://www.ricardoeletro.com.br/Produto/Cozinha-Compacta-Kappesberg-E780-7-Portas-3-Gavetas-e-Espaco-para-Forno-Micro-ondas-Nature-e-Branco/2723-4124-4175-589507?ch_pagetype=undefined&ch_feature=ultimatebuy
e631d0c8ed06d278a757bdf0c1588b335eaeb2c6,pt-home,,http://www.ricardoeletro.com.br/?prc=18791&cdp=7DF9-8018-56AB-860E&gclid=CjsKDwjw6qnJBRDpoonDwLSeZhIkAIpTR8K8u0yD8z5aRmtifRbDeLAVmdCFyXLyzyBdHeduBkQcGgJbzfD_BwE
d8c61cc50b3fd2dddfbc828db010d374519b5b59,pt-search,Móveis>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=BELICHE
845284d2e1b9837617660caccf18b239ad29ff85,pt-home,,https://carrinho.ricardoeletro.com.br/Checkout/Finalizacao/31066686
70a1c645a0487883e6bfd6c83ae7125dbe44556c,pt-home,,http://m.ricardoeletro.com.br/?prc=18797&cdp=7DF9-8018-56AB-860E&gclid=CjsKDwjw6qnJBRDpoonDwLSeZhIkAIpTR8JdsluZQm_V8p9KRlHFtRpapVsmaxrN4QecCiIe_LSkGgKN0_D_BwE
5b768ac8752ed9f2f557a8ad1a2a1d4c2c8da202,pt-search,Celulares e Telefones>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=Celulares LG
ed979aa833aa4cb7d76c711c4f2b52ea74d7828e,pt-product,Móveis>Quarto | Dormitório>Beliche e Treliche,http://www.ricardoeletro.com.br/Produto/Beliche-Santos-Andira-Havana-Plus-3-Gavetas-Hannover/2723-4118-4135-600858
1c36f689b757a3467e9a4a5039816cbd8397fd55,pt-home,,http://www.ricardoeletro.com.br/?utm_source=zanox&utm_medium=home_page_RE&utm_campaign=2147034&zanpid=2304063916105753600&prc=8803&utm_content=home&cdp=E82D-7D8B-A1A3-CD52
661eebbf92fcd68fbdfebbcc77e1824502eded91,pt-search,,http://www.ricardoeletro.com.br/Busca/Resultado/?p=2&loja=282&q=fog�o&limit=24&ordenacao=0
cb240c8e71f7b312ecd884c3bfe386d854e802dc,pt-category,Esporte e Lazer>Bicicletas>Bicicleta Aro 16,http://www.ricardoeletro.com.br/Loja/Esporte-e-Lazer/Bicicletas/Bicicleta-Aro-16/889-892-4860?origem=Lomadee&cdp=7DF9-8018-56AB-860E&prc=31765&gclid=CjsKDwjw6qnJBRDpoonDwLSeZhIkAIpTR8JTpB_mowc27zcwmCYkisJZt2RFF_AuzJ3E5F-kmNq8GgI-LPD_BwE
7957ff62f10ed9837fc5c4ca140866668f2d4cc5,pt-search,Eletrodomésticos>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=geladei&q=geladei&limit=24&ordenacao=1
449785abae667395bc824096a77870236db29d16,pt-product,Eletrodomésticos>Micro-ondas>Micro-ondas até 22 Litros,http://www.ricardoeletro.com.br/Produto/Micro-ondas-Midea-Liva-20-Litros-Branco-MTAS21/256-291-294-425662
5092f5e63fb2becd75d4c67d5347f100516179b9,pt-home,,http://m.ricardoeletro.com.br/?prc=18805&cdp=7DF9-8018-56AB-860E&gclid=CjsKDwjw6qnJBRDpoonDwLSeZhIkAIpTR8LKmo10wqyyDYWEt_bfKtlZIi2WIPxNeJMjVLZ7QgDYGgL4-_D_BwE
df905756e066d7b67c71b2381b2a5bda085fcc13,pt-product,Colchões>Cama Box>Queen,http://www.ricardoeletro.com.br/Produto/Cama-Box-Queen-Size-Herval-Colchao-South-Plus-Mola-Ensacada-com-Tecido-Jacquard-61-x-158-x-198cm/2772-2882-4279-397492?ch_pagetype=category&ch_feature=mostpopular
3cb3978694ba29e8726aa6bffd7ae4264d2c2f82,pt-product,Eletrodomésticos>Lavadora de Roupa>Tanquinho,http://www.ricardoeletro.com.br/Produto/Tanquinho-Arno-Lavete-Intense-Gold-Semi-Automatico-Cyclonic-3D-8Kg-Preto-ML08/256-332-335-528834/?cdp=868A-5186-59AE-93C1&prc=37249&btg_flag=1&utm_source=ALLINMAIL&utm_medium=email&utm_content=175077568&utm_campaign=email_28052017_m_abriram&utm_term=t92.yuw.wah12.z.a.v.d.m5.j.x.ysx.wao.v.d.m&btg_source=NWelzDRhB2QsNWepAxb4zDdfBxXg
6b05c430f6f5317580ab0fa6fddaf711f2a9f0ce,pt-category,Eletrodomésticos>Micro-ondas>,http://www.ricardoeletro.com.br/Loja/Eletrodomesticos/Micro-ondas/256-291?utm_campaign=news_busca&utm_medium=Email&utm_source=BTG360&prc=31655
e4190be3c11736f067ca4f7e6c3965aa49a7ed5d,pt-product,Casa e Ferramentas>Escadas>Multifuncional,http://www.ricardoeletro.com.br/Produto/Escada-Articulada-4-x-4-em-Aluminio-16-Degraus-com-Alcance-de-ate-451-metros-Suporta-ate-150-Kg-Botafogo/1085-7089-7091-23688?ch_pagetype=home&ch_feature=historypersonalized
08ed7e3d0b8cc5a411e693f78187bdebfd4be303,pt-search,Eletrodomésticos>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=geladei
ce345d159f1026e6dac6fb3bcd89c94e584d4a2c,pt-category,Informática>Computadores & All in Ones>,http://www.ricardoeletro.com.br/Loja/Informatica/Computadores-All-in-Ones/49-95
646fde1f9808d5397f89d9564a15222035399c9e,pt-search,Eletroportáteis>>,http://www.ricardoeletro.com.br/Busca/Resultado/?q=panela+de+pressao+eletrica+walita
